superfamily,family,genus,species,species_name,species_tree,malar,active_mode
Colubroidea,Colubridae,Ptyas,dhumnades,Ptyas dhumnades,Ptyas_dhumnades,No,diurnal
Colubroidea,Colubridae,Ptyas,dipsas,Ptyas dipsas,Ptyas_dipsas,No,diurnal
Colubroidea,Colubridae,Ptyas,doriae,Ptyas doriae,Cyclophiops_doriae,No,diurnal
Colubroidea,Colubridae,Ptyas,fusca,Ptyas fusca,Ptyas_fusca,No,diurnal
Colubroidea,Colubridae,Ptyas,herminae,Ptyas herminae,Cyclophiops_herminae,No,diurnal
Colubroidea,Colubridae,Ptyas,korros,Ptyas korros,Ptyas_korros,No,diurnal
Colubroidea,Colubridae,Ptyas,luzonensis,Ptyas luzonensis,Ptyas_luzonensis,No,diurnal
Colubroidea,Colubridae,Ptyas,major,Ptyas major,Cyclophiops_major,No,diurnal
Colubroidea,Colubridae,Ptyas,mucosa,Ptyas mucosa,Ptyas_mucosa,No,diurnal
Colubroidea,Colubridae,Ptyas,multicinctus,Ptyas multicinctus,Cyclophiops_multicinctus,No,diurnal
Colubroidea,Colubridae,Ptyas,nigromarginata,Ptyas nigromarginata,Ptyas_nigromarginata,No,diurnal
Colubroidea,Colubridae,Ptyas,semicarinatus,Ptyas semicarinatus,Cyclophiops_semicarinatus,No,diurnal
Colubroidea,Colubridae,Ptychophis,flavovirgatus,Ptychophis flavovirgatus,Ptychophis_flavovirgatus,Yes,diurnal
Colubroidea,Colubridae,Rabdion,forsteni,Rabdion forsteni,Rabdion_forsteni,No,nocturnal
Colubroidea,Colubridae,Rabdion,grovesi,Rabdion grovesi,Rabdion_grovesi,No,nocturnal
Colubroidea,Colubridae,Regina,grahamii,Regina grahamii,Regina_grahamii,Yes,both
Colubroidea,Colubridae,Regina,septemvittata,Regina septemvittata,Regina_septemvittata,Yes,both
Colubroidea,Colubridae,Rhabdophis,adleri,Rhabdophis adleri,Rhabdophis_adleri,No,both
Colubroidea,Colubridae,Rhabdophis,akraios,Rhabdophis akraios,Rhabdophis_akraios,No,both
Colubroidea,Colubridae,Rhabdophis,auriculatus,Rhabdophis auriculatus,Rhabdophis_auriculata,No,both
Colubroidea,Colubridae,Rhabdophis,barbouri,Rhabdophis barbouri,Rhabdophis_barbouri,No,both
Colubroidea,Colubridae,Rhabdophis,ceylonensis,Rhabdophis ceylonensis,Balanophis_ceylonensis,Yes,both
Colubroidea,Colubridae,Rhabdophis,chiwen,Rhabdophis chiwen,Rhabdophis_chiwen,No,both
Colubroidea,Colubridae,Rhabdophis,chrysargoides,Rhabdophis chrysargoides,Rhabdophis_chrysargoides,No,both
Colubroidea,Colubridae,Rhabdophis,chrysargos,Rhabdophis chrysargos,Rhabdophis_chrysargos,No,both
Colubroidea,Colubridae,Rhabdophis,conspicillatus,Rhabdophis conspicillatus,Rhabdophis_conspicillatus,No,both
Colubroidea,Colubridae,Rhabdophis,flaviceps,Rhabdophis flaviceps,Macropisthodon_flaviceps,No,both
Colubroidea,Colubridae,Rhabdophis,guangdongensis,Rhabdophis guangdongensis,Rhabdophis_guangdongensis,No,both
Colubroidea,Colubridae,Rhabdophis,himalayanus,Rhabdophis himalayanus,Rhabdophis_himalayanus,No,both
Colubroidea,Colubridae,Rhabdophis,leonardi,Rhabdophis leonardi,Rhabdophis_leonardi,No,both
Colubroidea,Colubridae,Rhabdophis,lineatus,Rhabdophis lineatus,Rhabdophis_lineatus,No,both
Colubroidea,Colubridae,Rhabdophis,murudensis,Rhabdophis murudensis,Rhabdophis_murudensis,No,both
Colubroidea,Colubridae,Rhabdophis,nigrocinctus,Rhabdophis nigrocinctus,Rhabdophis_nigrocinctus,Yes,both
Colubroidea,Colubridae,Rhabdophis,nuchalis,Rhabdophis nuchalis,Rhabdophis_nuchalis,No,both
Colubroidea,Colubridae,Rhabdophis,pentasupralabialis,Rhabdophis pentasupralabialis,Rhabdophis_pentasupralabialis,No,both
Colubroidea,Colubridae,Rhabdophis,plumbicolor,Rhabdophis plumbicolor,Macropisthodon_plumbicolor,Yes,both
Colubroidea,Colubridae,Rhabdophis,rhodomelas,Rhabdophis rhodomelas,Macropisthodon_rhodomelas,No,both
Colubroidea,Colubridae,Rhabdophis,spilogaster,Rhabdophis spilogaster,Rhabdophis_spilogaster,No,both
Colubroidea,Colubridae,Rhabdophis,subminiatus,Rhabdophis subminiatus,Rhabdophis_subminiatus,No,both
Colubroidea,Colubridae,Rhabdophis,swinhonis,Rhabdophis swinhonis,Rhabdophis_swinhonis,No,both
Colubroidea,Colubridae,Rhabdophis,tigrinus,Rhabdophis tigrinus,Rhabdophis_tigrinus,Yes,both
Colubroidea,Colubridae,Rhabdops,aquaticus,Rhabdops aquaticus,Rhabdops_aquaticus,No,nocturnal
Colubroidea,Colubridae,Rhabdops,olivaceus,Rhabdops olivaceus,Rhabdops_olivaceus,No,nocturnal
Colubroidea,Colubridae,Rhachidelus,brazili,Rhachidelus brazili,Rhachidelus_brazili,No,nocturnal
Colubroidea,Colubridae,Rhadinaea,bogertorum,Rhadinaea bogertorum,Rhadinaea_bogertorum,No,both
Colubroidea,Colubridae,Rhadinaea,calligaster,Rhadinaea calligaster,Rhadinaea_calligaster,Yes,both
Colubroidea,Colubridae,Rhadinaea,cuneata,Rhadinaea cuneata,Rhadinaea_cuneata,Yes,both
Colubroidea,Colubridae,Rhadinaea,decorata,Rhadinaea decorata,Rhadinaea_decorata,Yes,diurnal
Colubroidea,Colubridae,Rhadinaea,flavilata,Rhadinaea flavilata,Rhadinaea_flavilata,Yes,both
Colubroidea,Colubridae,Rhadinaea,forbesi,Rhadinaea forbesi,Rhadinaea_forbesi,Yes,both
Colubroidea,Colubridae,Rhadinaea,fulvivittis,Rhadinaea fulvivittis,Rhadinaea_fulvivittis,Yes,diurnal
Colubroidea,Colubridae,Rhadinaea,gaigeae,Rhadinaea gaigeae,Rhadinaea_gaigeae,Yes,diurnal
Colubroidea,Colubridae,Rhadinaea,hesperia,Rhadinaea hesperia,Rhadinaea_hesperia,Yes,both
Colubroidea,Colubridae,Rhadinaea,laureata,Rhadinaea laureata,Rhadinaea_laureata,Yes,diurnal
Colubroidea,Colubridae,Rhadinaea,macdougalli,Rhadinaea macdougalli,Rhadinaea_macdougalli,Yes,both
Colubroidea,Colubridae,Rhadinaea,marcellae,Rhadinaea marcellae,Rhadinaea_marcellae,Yes,both
Colubroidea,Colubridae,Rhadinaea,montana,Rhadinaea montana,Rhadinaea_montana,Yes,diurnal
Colubroidea,Colubridae,Rhadinaea,nuchalis,Rhadinaea nuchalis,Rhadinaea_nuchalis,Yes,diurnal
Colubroidea,Colubridae,Rhadinaea,quinquelineata,Rhadinaea quinquelineata,Rhadinaea_quinquelineata,Yes,diurnal
Colubroidea,Colubridae,Rhadinaea,sargenti,Rhadinaea sargenti,Rhadinaea_sargenti,Yes,both
Colubroidea,Colubridae,Rhadinaea,taeniata,Rhadinaea taeniata,Rhadinaea_taeniata,Yes,diurnal
Colubroidea,Colubridae,Rhadinaea,vermiculaticeps,Rhadinaea vermiculaticeps,Rhadinaea_vermiculaticeps,Yes,diurnal
Colubroidea,Colubridae,Rhadinella,anachoreta,Rhadinella anachoreta,Rhadinella_anachoreta,No,nocturnal
Colubroidea,Colubridae,Rhadinella,donaji,Rhadinella donaji,Rhadinella_donaji,No,nocturnal
Colubroidea,Colubridae,Rhadinella,dysmica,Rhadinella dysmica,Rhadinella_dysmica,No,nocturnal
Colubroidea,Colubridae,Rhadinella,godmani,Rhadinella godmani,Rhadinella_godmani,No,nocturnal
Colubroidea,Colubridae,Rhadinella,hannsteini,Rhadinella hannsteini,Rhadinella_hannsteini,No,nocturnal
Colubroidea,Colubridae,Rhadinella,hempsteadae,Rhadinella hempsteadae,Rhadinella_hempsteadae,No,nocturnal
Colubroidea,Colubridae,Rhadinella,kanalchutchan,Rhadinella kanalchutchan,Rhadinella_kanalchutchan,No,nocturnal
Colubroidea,Colubridae,Rhadinella,kinkelini,Rhadinella kinkelini,Rhadinella_kinkelini,No,nocturnal
Colubroidea,Colubridae,Rhadinella,lachrymans,Rhadinella lachrymans,Rhadinella_lachrymans,Yes,nocturnal
Colubroidea,Colubridae,Rhadinella,lisyae,Rhadinella lisyae,Rhadinella_lisyae,No,nocturnal
Colubroidea,Colubridae,Rhadinella,montecristi,Rhadinella montecristi,Rhadinella_montecristi,No,nocturnal
Colubroidea,Colubridae,Rhadinella,pegosalyta,Rhadinella pegosalyta,Rhadinella_pegosalyta,Yes,nocturnal
Colubroidea,Colubridae,Rhadinella,pilonaorum,Rhadinella pilonaorum,Rhadinella_pilonaorum,No,nocturnal
Colubroidea,Colubridae,Rhadinella,posadasi,Rhadinella posadasi,Rhadinella_posadasi,No,nocturnal
Colubroidea,Colubridae,Rhadinella,rogerromani,Rhadinella rogerromani,Rhadinella_rogerromani,No,nocturnal
Colubroidea,Colubridae,Rhadinella,schistosa,Rhadinella schistosa,Rhadinella_schistosa,No,nocturnal
Colubroidea,Colubridae,Rhadinella,serperaster,Rhadinella serperaster,Rhadinella_serperaster,No,nocturnal
Colubroidea,Colubridae,Rhadinella,xerophila,Rhadinella xerophila,Rhadinella_xerophila,Yes,diurnal
Colubroidea,Colubridae,Rhadinophanes,monticola,Rhadinophanes monticola,Rhadinophanes_monticola,No,nocturnal
Colubroidea,Colubridae,Rhamnophis,aethiopissa,Rhamnophis aethiopissa,Rhamnophis_aethiopissa,No,diurnal
Colubroidea,Colubridae,Rhamnophis,batesii,Rhamnophis batesii,Rhamnophis_batesii,Yes,diurnal
Colubroidea,Colubridae,Rhinobothryum,bovallii,Rhinobothryum bovallii,Rhinobothryum_bovallii,No,nocturnal
Colubroidea,Colubridae,Rhinobothryum,lentiginosum,Rhinobothryum lentiginosum,Rhinobothryum_lentiginosum,No,nocturnal
Colubroidea,Colubridae,Rhinocheilus,antonii,Rhinocheilus antonii,Rhinocheilus_antonii,No,nocturnal
Colubroidea,Colubridae,Rhinocheilus,etheridgei,Rhinocheilus etheridgei,Rhinocheilus_etheridgei,No,nocturnal
Colubroidea,Colubridae,Rhinocheilus,lecontei,Rhinocheilus lecontei,Rhinocheilus_lecontei,No,nocturnal
Colubroidea,Colubridae,Rhynchocalamus,arabicus,Rhynchocalamus arabicus,Rhynchocalamus_arabicus,No,both
Colubroidea,Colubridae,Rhynchocalamus,dayanae,Rhynchocalamus dayanae,Rhynchocalamus_dayanae,No,both
Colubroidea,Colubridae,Rhynchocalamus,levitoni,Rhynchocalamus levitoni,Rhynchocalamus_levitoni,No,both
Colubroidea,Colubridae,Rhynchocalamus,satunini,Rhynchocalamus satunini,Rhynchocalamus_melanocephalus,No,both
Colubroidea,Colubridae,Rodriguesophis,iglesiasi,Rodriguesophis iglesiasi,Rodriguesophis_iglesiasi,No,both
Colubroidea,Colubridae,Rodriguesophis,scriptorcibatus,Rodriguesophis scriptorcibatus,Rodriguesophis_scriptorcibatus,No,both
Colubroidea,Colubridae,Salvadora,bairdi,Salvadora bairdi,Salvadora_bairdi,Yes,diurnal
Colubroidea,Colubridae,Salvadora,deserticola,Salvadora deserticola,Salvadora_deserticola,Yes,diurnal
Colubroidea,Colubridae,Salvadora,grahamiae,Salvadora grahamiae,Salvadora_grahamiae,Yes,diurnal
Colubroidea,Colubridae,Salvadora,gymnorhachis,Salvadora gymnorhachis,Salvadora_gymnorhachis,Yes,diurnal
Colubroidea,Colubridae,Salvadora,hexalepis,Salvadora hexalepis,Salvadora_hexalepis,Yes,diurnal
Colubroidea,Colubridae,Salvadora,intermedia,Salvadora intermedia,Salvadora_intermedia,Yes,diurnal
Colubroidea,Colubridae,Salvadora,lemniscata,Salvadora lemniscata,Salvadora_lemniscata,Yes,diurnal
Colubroidea,Colubridae,Salvadora,mexicana,Salvadora mexicana,Salvadora_mexicana,Yes,diurnal
Colubroidea,Colubridae,Saphenophis,antioquiensis,Saphenophis antioquiensis,Saphenophis_antioquiensis,Yes,diurnal
Colubroidea,Colubridae,Saphenophis,atahuallpae,Saphenophis atahuallpae,Saphenophis_atahuallpae,Yes,diurnal
Colubroidea,Colubridae,Saphenophis,boursieri,Saphenophis boursieri,Saphenophis_boursieri,Yes,diurnal
Colubroidea,Colubridae,Saphenophis,sneiderni,Saphenophis sneiderni,Saphenophis_sneiderni,Yes,diurnal
Colubroidea,Colubridae,Saphenophis,tristriatus,Saphenophis tristriatus,Saphenophis_tristriatus,Yes,diurnal
Colubroidea,Colubridae,Scaphiodontophis,annulatus,Scaphiodontophis annulatus,Scaphiodontophis_annulatus,No,nocturnal
Colubroidea,Colubridae,Scaphiodontophis,venustissimus,Scaphiodontophis venustissimus,Scaphiodontophis_venustissimus,No,nocturnal
Colubroidea,Colubridae,Scaphiophis,albopunctatus,Scaphiophis albopunctatus,Scaphiophis_albopunctatus,No,nocturnal
Colubroidea,Colubridae,Scaphiophis,raffreyi,Scaphiophis raffreyi,Scaphiophis_raffreyi,No,nocturnal
Colubroidea,Colubridae,Scolecophis,atrocinctus,Scolecophis atrocinctus,Scolecophis_atrocinctus,No,nocturnal
Colubroidea,Colubridae,Senticolis,triaspis,Senticolis triaspis,Senticolis_triaspis,No,diurnal
Colubroidea,Colubridae,Sibon,annulatus,Sibon annulatus,Sibon_annulatus,No,nocturnal
Colubroidea,Colubridae,Sibon,anthracops,Sibon anthracops,Sibon_anthracops,No,nocturnal
Colubroidea,Colubridae,Sibon,argus,Sibon argus,Sibon_argus,No,nocturnal
Colubroidea,Colubridae,Sibon,ayerbeorum,Sibon ayerbeorum,Sibon_ayerbeorum,No,nocturnal
Colubroidea,Colubridae,Sibon,bevridgelyi,Sibon bevridgelyi,Sibon_bevridgelyi,No,nocturnal
Colubroidea,Colubridae,Sibon,carri,Sibon carri,Sibon_carri,No,nocturnal
Colubroidea,Colubridae,Sibon,dimidiatus,Sibon dimidiatus,Sibon_dimidiatus,No,nocturnal
Colubroidea,Colubridae,Sibon,dunni,Sibon dunni,Sibon_dunni,No,nocturnal
Colubroidea,Colubridae,Sibon,lamari,Sibon lamari,Sibon_lamari,No,nocturnal
Colubroidea,Colubridae,Sibon,longifrenis,Sibon longifrenis,Sibon_longifrenis,No,nocturnal
Colubroidea,Colubridae,Sibon,manzanaresi,Sibon manzanaresi,Sibon_manzanaresi,No,nocturnal
Colubroidea,Colubridae,Sibon,merendonensis,Sibon merendonensis,Sibon_merendonensis,No,nocturnal
Colubroidea,Colubridae,Sibon,miskitus,Sibon miskitus,Sibon_miskitus,No,nocturnal
Colubroidea,Colubridae,Sibon,nebulatus,Sibon nebulatus,Sibon_nebulatus,No,nocturnal
Colubroidea,Colubridae,Sibon,noalamina,Sibon noalamina,Sibon_noalamina,No,nocturnal
Colubroidea,Colubridae,Sibon,perissostichon,Sibon perissostichon,Sibon_perissostichon,No,nocturnal
Colubroidea,Colubridae,Sibon,sanniolus,Sibon sanniolus,Sibon_sanniolus,No,nocturnal
Colubroidea,Colubridae,Sibynophis,bivittatus,Sibynophis bivittatus,Sibynophis_bivittatus,Yes,diurnal
Colubroidea,Colubridae,Sibynophis,chinensis,Sibynophis chinensis,Sibynophis_chinensis,Yes,diurnal
Colubroidea,Colubridae,Sibynophis,collaris,Sibynophis collaris,Sibynophis_collaris,Yes,diurnal
Colubroidea,Colubridae,Sibynophis,geminatus,Sibynophis geminatus,Sibynophis_geminatus,Yes,diurnal
Colubroidea,Colubridae,Sibynophis,melanocephalus,Sibynophis melanocephalus,Sibynophis_melanocephalus,Yes,diurnal
Colubroidea,Colubridae,Sibynophis,sagittarius,Sibynophis sagittarius,Sibynophis_sagittarius,No,diurnal
Colubroidea,Colubridae,Sibynophis,subpunctatus,Sibynophis subpunctatus,Sibynophis_subpunctatus,Yes,diurnal
Colubroidea,Colubridae,Sibynophis,triangularis,Sibynophis triangularis,Sibynophis_triangularis,No,diurnal
Colubroidea,Colubridae,Simophis,rhinostoma,Simophis rhinostoma,Simophis_rhinostoma,No,nocturnal
Colubroidea,Colubridae,Siphlophis,ayauma,Siphlophis ayauma,Siphlophis_ayauma,No,nocturnal
Colubroidea,Colubridae,Siphlophis,cervinus,Siphlophis cervinus,Siphlophis_cervinus,No,nocturnal
Colubroidea,Colubridae,Siphlophis,compressus,Siphlophis compressus,Siphlophis_compressus,No,nocturnal
Colubroidea,Colubridae,Siphlophis,leucocephalus,Siphlophis leucocephalus,Siphlophis_leucocephalus,No,nocturnal
Colubroidea,Colubridae,Siphlophis,longicaudatus,Siphlophis longicaudatus,Siphlophis_longicaudatus,No,nocturnal
Colubroidea,Colubridae,Siphlophis,pulcher,Siphlophis pulcher,Siphlophis_pulcher,No,nocturnal
Colubroidea,Colubridae,Siphlophis,worontzowi,Siphlophis worontzowi,Siphlophis_worontzowi,No,nocturnal
Colubroidea,Colubridae,Smithophis,arunachalensis,Smithophis arunachalensis,Smithophis_arunachalensis,No,nocturnal
Colubroidea,Colubridae,Smithophis,atemporalis,Smithophis atemporalis,Smithophis_atemporalis,No,nocturnal
Colubroidea,Colubridae,Smithophis,bicolor,Smithophis bicolor,Rhabdops_bicolor,No,nocturnal
Colubroidea,Colubridae,Smithophis,linearis,Smithophis linearis,Smithophis_linearis,No,nocturnal
Colubroidea,Colubridae,Sonora,aemula,Sonora aemula,Sonora_aemula,No,nocturnal
Colubroidea,Colubridae,Sonora,annulata,Sonora annulata,Sonora_annulata,No,nocturnal
Colubroidea,Colubridae,Sonora,cincta,Sonora cincta,Sonora_cincta,No,nocturnal
Colubroidea,Colubridae,Sonora,episcopa,Sonora episcopa,Sonora_episcopa,No,nocturnal
Colubroidea,Colubridae,Sonora,fasciata,Sonora fasciata,Sonora_fasciata,No,nocturnal
Colubroidea,Colubridae,Sonora,michoacanensis,Sonora michoacanensis,Sonora_michoacanensis,No,nocturnal
Colubroidea,Colubridae,Sonora,mosaueri,Sonora mosaueri,Sonora_mosaueri,No,nocturnal
Colubroidea,Colubridae,Sonora,mutabilis,Sonora mutabilis,Sonora_mutabilis,No,nocturnal
Colubroidea,Colubridae,Sonora,occipitalis,Sonora occipitalis,Chionactis_occipitalis,No,nocturnal
Colubroidea,Colubridae,Sonora,palarostris,Sonora palarostris,Chionactis_palarostris,No,nocturnal
Colubroidea,Colubridae,Sonora,semiannulata,Sonora semiannulata,Sonora_semiannulata,No,nocturnal
Colubroidea,Colubridae,Sonora,straminea,Sonora straminea,Chilomeniscus_stramineus,No,nocturnal
Colubroidea,Colubridae,Sonora,taylori,Sonora taylori,Sonora_taylori,No,nocturnal
Colubroidea,Colubridae,Sordellina,punctata,Sordellina punctata,Sordellina_punctata,Yes,diurnal
Colubroidea,Colubridae,Spalerosophis,arenarius,Spalerosophis arenarius,Spalerosophis_arenarius,Yes,diurnal
Colubroidea,Colubridae,Spalerosophis,atriceps,Spalerosophis atriceps,Spalerosophis_atriceps,No,diurnal
Colubroidea,Colubridae,Spalerosophis,diadema,Spalerosophis diadema,Spalerosophis_diadema,No,diurnal
Colubroidea,Colubridae,Spalerosophis,dolichospilus,Spalerosophis dolichospilus,Spalerosophis_dolichospilus,No,diurnal
Colubroidea,Colubridae,Spalerosophis,microlepis,Spalerosophis microlepis,Spalerosophis_microlepis,Yes,diurnal
Colubroidea,Colubridae,Spilotes,pullatus,Spilotes pullatus,Spilotes_pullatus,No,diurnal
Colubroidea,Colubridae,Spilotes,sulphureus,Spilotes sulphureus,Spilotes_sulphureus,No,diurnal
Colubroidea,Colubridae,Stegonotus,admiraltiensis,Stegonotus admiraltiensis,Stegonotus_admiraltiensis,No,nocturnal
Colubroidea,Colubridae,Stegonotus,aruensis,Stegonotus aruensis,Stegonotus_aruensis,No,nocturnal
Colubroidea,Colubridae,Stegonotus,australis,Stegonotus australis,Stegonotus_australis,No,nocturnal
Colubroidea,Colubridae,Stegonotus,ayamaru,Stegonotus ayamaru,Stegonotus_ayamaru,No,nocturnal
Colubroidea,Colubridae,Stegonotus,batjanensis,Stegonotus batjanensis,Stegonotus_batjanensis,No,nocturnal
Colubroidea,Colubridae,Stegonotus,borneensis,Stegonotus borneensis,Stegonotus_borneensis,No,nocturnal
Colubroidea,Colubridae,Stegonotus,caligocephalus,Stegonotus caligocephalus,Stegonotus_caligocephalus,No,nocturnal
Colubroidea,Colubridae,Stegonotus,cucullatus,Stegonotus cucullatus,Stegonotus_cucullatus,No,nocturnal
Colubroidea,Colubridae,Stegonotus,derooijae,Stegonotus derooijae,Stegonotus_derooijae,No,nocturnal
Colubroidea,Colubridae,Stegonotus,diehli,Stegonotus diehli,Stegonotus_diehli,No,nocturnal
Colubroidea,Colubridae,Stegonotus,florensis,Stegonotus florensis,Stegonotus_florensis,No,nocturnal
Colubroidea,Colubridae,Stegonotus,guentheri,Stegonotus guentheri,Stegonotus_guentheri,No,nocturnal
Colubroidea,Colubridae,Stegonotus,heterurus,Stegonotus heterurus,Stegonotus_heterurus,No,nocturnal
Colubroidea,Colubridae,Stegonotus,iridis,Stegonotus iridis,Stegonotus_iridis,No,nocturnal
Colubroidea,Colubridae,Stegonotus,keyensis,Stegonotus keyensis,Stegonotus_keyensis,No,nocturnal
Colubroidea,Colubridae,Stegonotus,lividus,Stegonotus lividus,Stegonotus_lividus,No,nocturnal
Colubroidea,Colubridae,Stegonotus,melanolabiatus,Stegonotus melanolabiatus,Stegonotus_melanolabiatus,No,nocturnal
Colubroidea,Colubridae,Stegonotus,modestus,Stegonotus modestus,Stegonotus_modestus,No,nocturnal
Colubroidea,Colubridae,Stegonotus,muelleri,Stegonotus muelleri,Stegonotus_muelleri,No,nocturnal
Colubroidea,Colubridae,Stegonotus,poechi,Stegonotus poechi,Stegonotus_poechi,No,nocturnal
Colubroidea,Colubridae,Stegonotus,reticulatus,Stegonotus reticulatus,Stegonotus_reticulatus,No,nocturnal
Colubroidea,Colubridae,Stegonotus,sutteri,Stegonotus sutteri,Stegonotus_sutteri,No,nocturnal
Colubroidea,Colubridae,Stenorrhina,degenhardtii,Stenorrhina degenhardtii,Stenorrhina_degenhardtii,No,nocturnal
Colubroidea,Colubridae,Stenorrhina,freminvillei,Stenorrhina freminvillei,Stenorrhina_freminvillei,Yes,nocturnal
Colubroidea,Colubridae,Stichophanes,ningshaanensis,Stichophanes ningshaanensis,Stichophanes_ningshaanensis,No,nocturnal
Colubroidea,Colubridae,Storeria,dekayi,Storeria dekayi,Storeria_dekayi,No,nocturnal
Colubroidea,Colubridae,Storeria,hidalgoensis,Storeria hidalgoensis,Storeria_hidalgoensis,No,nocturnal
Colubroidea,Colubridae,Storeria,occipitomaculata,Storeria occipitomaculata,Storeria_occipitomaculata,No,nocturnal
Colubroidea,Colubridae,Storeria,storerioides,Storeria storerioides,Storeria_storerioides,No,nocturnal
Colubroidea,Colubridae,Storeria,victa,Storeria victa,Storeria_victa,No,nocturnal
Colubroidea,Colubridae,Symphimus,leucostomus,Symphimus leucostomus,Symphimus_leucostomus,Yes,diurnal
Colubroidea,Colubridae,Symphimus,mayae,Symphimus mayae,Symphimus_mayae,Yes,diurnal
Colubroidea,Colubridae,Sympholis,lippiens,Sympholis lippiens,Sympholis_lippiens,Yes,diurnal
Colubroidea,Colubridae,Synophis,bicolor,Synophis bicolor,Synophis_bicolor,No,nocturnal
Colubroidea,Colubridae,Synophis,bogerti,Synophis bogerti,Synophis_bogerti,No,nocturnal
Colubroidea,Colubridae,Synophis,calamitus,Synophis calamitus,Synophis_calamitus,No,nocturnal
Colubroidea,Colubridae,Synophis,insulomontanus,Synophis insulomontanus,Synophis_insulomontanus,No,nocturnal
Colubroidea,Colubridae,Synophis,lasallei,Synophis lasallei,Synophis_lasallei,No,nocturnal
Colubroidea,Colubridae,Synophis,niceforomariae,Synophis niceforomariae,Synophis_niceforomariae,No,nocturnal
Colubroidea,Colubridae,Synophis,plectovertebralis,Synophis plectovertebralis,Synophis_plectovertebralis,No,nocturnal
Colubroidea,Colubridae,Synophis,zaheri,Synophis zaheri ,Synophis_zaheri,No,nocturnal
Colubroidea,Colubridae,Synophis,zamora,Synophis zamora,Synophis_zamora,No,nocturnal
Colubroidea,Colubridae,Tachymenis,affinis,Tachymenis affinis,Tachymenis_affinis,Yes,diurnal
Colubroidea,Colubridae,Tachymenis,attenuata,Tachymenis attenuata,Tachymenis_attenuata,Yes,diurnal
Colubroidea,Colubridae,Tachymenis,chilensis,Tachymenis chilensis,Tachymenis_chilensis,Yes,diurnal
Colubroidea,Colubridae,Tachymenis,elongata,Tachymenis elongata,Tachymenis_elongata,Yes,diurnal
Colubroidea,Colubridae,Tachymenis,peruviana,Tachymenis peruviana,Tachymenis_peruviana,Yes,diurnal
Colubroidea,Colubridae,Tachymenis,tarmensis,Tachymenis tarmensis,Tachymenis_tarmensis,Yes,diurnal
Colubroidea,Colubridae,Taeniophallus,affinis,Taeniophallus affinis,Taeniophallus_affinis,Yes,diurnal
Colubroidea,Colubridae,Taeniophallus,bilineatus,Taeniophallus bilineatus,Taeniophallus_bilineatus,Yes,diurnal
Colubroidea,Colubridae,Taeniophallus,brevirostris,Taeniophallus brevirostris,Taeniophallus_brevirostris,Yes,diurnal
Colubroidea,Colubridae,Taeniophallus,nebularis,Taeniophallus nebularis,Taeniophallus_nebularis,Yes,diurnal
Colubroidea,Colubridae,Taeniophallus,nicagus,Taeniophallus nicagus,Taeniophallus_nicagus,Yes,diurnal
Colubroidea,Colubridae,Taeniophallus,occipitalis,Taeniophallus occipitalis,Taeniophallus_occipitalis,Yes,diurnal
Colubroidea,Colubridae,Taeniophallus,persimilis,Taeniophallus persimilis,Taeniophallus_persimilis,No,diurnal
Colubroidea,Colubridae,Taeniophallus,poecilopogon,Taeniophallus poecilopogon,Taeniophallus_poecilopogon,Yes,diurnal
Colubroidea,Colubridae,Taeniophallus,quadriocellatus,Taeniophallus quadriocellatus,Taeniophallus_quadriocellatus,No,diurnal
Colubroidea,Colubridae,Tantalophis,discolor,Tantalophis discolor,Tantalophis_discolor,No,both
Colubroidea,Colubridae,Tantilla,albiceps,Tantilla albiceps,Tantilla_albiceps,No,nocturnal
Colubroidea,Colubridae,Tantilla,alticola,Tantilla alticola,Tantilla_alticola,No,nocturnal
Colubroidea,Colubridae,Tantilla,andinista,Tantilla andinista ,Tantilla_andinista,No,nocturnal
Colubroidea,Colubridae,Tantilla,armillata,Tantilla armillata,Tantilla_armillata,No,nocturnal
Colubroidea,Colubridae,Tantilla,atriceps,Tantilla atriceps,Tantilla_atriceps,No,nocturnal
Colubroidea,Colubridae,Tantilla,berguidoi,Tantilla berguidoi,Tantilla_berguidoi,No,nocturnal
Colubroidea,Colubridae,Tantilla,bocourti,Tantilla bocourti,Tantilla_bocourti,No,nocturnal
Colubroidea,Colubridae,Tantilla,boipiranga,Tantilla boipiranga,Tantilla_boipiranga,No,nocturnal
Colubroidea,Colubridae,Tantilla,brevicauda,Tantilla brevicauda,Tantilla_brevicauda,No,nocturnal
Colubroidea,Colubridae,Tantilla,briggsi,Tantilla briggsi,Tantilla_briggsi,No,nocturnal
Colubroidea,Colubridae,Tantilla,calamarina,Tantilla calamarina,Tantilla_calamarina,No,nocturnal
Colubroidea,Colubridae,Tantilla,capistrata,Tantilla capistrata,Tantilla_capistrata,No,nocturnal
Colubroidea,Colubridae,Tantilla,cascadae,Tantilla cascadae,Tantilla_cascadae,No,nocturnal
Colubroidea,Colubridae,Tantilla,ceboruca,Tantilla ceboruca,Tantilla_ceboruca,No,nocturnal
Colubroidea,Colubridae,Tantilla,coronadoi,Tantilla coronadoi,Tantilla_coronadoi,No,nocturnal
Colubroidea,Colubridae,Tantilla,coronata,Tantilla coronata,Tantilla_coronata,No,nocturnal
Colubroidea,Colubridae,Tantilla,cucullata,Tantilla cucullata,Tantilla_cucullata,No,nocturnal
